,pairs1,pairs2,residual,Pvalue,correlation
1123,002032.XSHE,300122.XSHE,-3.53725053294,0.0292330133682,0.784381254525
1124,002032.XSHE,600000.XSHG,-3.72234947436,0.0171476607539,-0.748292525332
1125,002032.XSHE,600010.XSHG,-3.67826554534,0.0195379472084,-0.75173259066
1126,002032.XSHE,600015.XSHG,-3.7354656124,0.0164878347727,-0.705409125477
1127,002032.XSHE,600016.XSHG,-3.53579726781,0.0293512564187,-0.65851238867
1128,002032.XSHE,600023.XSHG,-3.59934224705,0.0245475489436,-0.680828380482
1129,002032.XSHE,600025.XSHG,-3.40744986986,0.0415297307477,-0.674746202829
1130,002032.XSHE,600068.XSHG,-3.48455470627,0.0337893619031,-0.66490025747
1131,002032.XSHE,600089.XSHG,-3.96713919806,0.00799481370691,-0.740289511974
1132,002032.XSHE,600157.XSHG,-4.06289812481,0.00582943725093,-0.828012598253
1133,002032.XSHE,600340.XSHG,-3.43416267756,0.038695244551,-0.653445557239
1134,002032.XSHE,600390.XSHG,-3.60137374781,0.0244058701549,-0.712730422111
1135,002032.XSHE,600522.XSHG,-3.5319256206,0.0296682630372,-0.684938023248
1136,002032.XSHE,600958.XSHG,-3.33645483239,0.0499148629363,-0.685829856671
1137,002032.XSHE,601166.XSHG,-3.33840664405,0.0496669718629,-0.63045048579
1138,002032.XSHE,601169.XSHG,-3.45902872314,0.0362043729773,-0.690407781067
1139,002032.XSHE,601238.XSHG,-3.36037505773,0.0469461446571,-0.670922724544
1140,002032.XSHE,601328.XSHG,-3.34544072244,0.048781998165,-0.603242290403
1141,002032.XSHE,601398.XSHG,-3.43031659476,0.0390930691888,-0.627578206438
1142,002032.XSHE,601618.XSHG,-3.36788865748,0.0460443357805,-0.622383483466
1143,002032.XSHE,601669.XSHG,-3.50074589768,0.0323293234587,-0.709819970966
1144,002032.XSHE,601766.XSHG,-3.63941269611,0.0218803682138,-0.675005186363
1145,002032.XSHE,601899.XSHG,-3.6617161961,0.020507566279,-0.723385097678
1146,002032.XSHE,601933.XSHG,-3.46672878663,0.0354609950488,-0.649470885959
1147,002032.XSHE,601985.XSHG,-3.7228613871,0.0171214804343,-0.72055423648
1148,002032.XSHE,601988.XSHG,-3.49700104495,0.03266216663,-0.637485096744
1149,002032.XSHE,601989.XSHG,-3.69694613658,0.0184917002188,-0.727585214677
1150,002032.XSHE,601991.XSHG,-3.91414365785,0.00948253057921,-0.720019199
1151,002032.XSHE,601992.XSHG,-3.97035231778,0.00791176081212,-0.745164615093
1152,002032.XSHE,601997.XSHG,-3.4437165723,0.037721702865,-0.689760280787
1153,002032.XSHE,603160.XSHG,-3.36740929188,0.046101439301,-0.613108543633
1154,002032.XSHE,603259.XSHG,-3.86450225436,0.0110960937746,0.829258822122
1155,002050.XSHE,002236.XSHE,-3.80302536303,0.0134304930376,0.961380531389
1156,002050.XSHE,002466.XSHE,-3.62845754369,0.0225833798222,0.923696554635
1157,002050.XSHE,002925.XSHE,-3.49769540938,0.0326002327329,0.858469143248
1158,002050.XSHE,300251.XSHE,-3.96588296385,0.00802749767328,0.927055764419
1159,002050.XSHE,600104.XSHG,-3.34044605747,0.0494090384104,0.851986399164
1160,002050.XSHE,600221.XSHG,-3.49691723523,0.0326696487933,0.924521546451
1161,002050.XSHE,600741.XSHG,-3.37785060176,0.0448708375382,0.921077099638
1162,002050.XSHE,600977.XSHG,-3.47604010692,0.0345793119543,0.910482064636
1163,002050.XSHE,601155.XSHG,-3.4197840517,0.0402001051699,0.893965387843
1164,002050.XSHE,601229.XSHG,-3.69425835945,0.0186391539561,-0.742347812067
1165,002050.XSHE,601633.XSHG,-4.16882284584,0.00406504674079,0.963538886518
1166,002050.XSHE,601828.XSHG,-3.35490906377,0.0476113306096,0.885172449724
1167,002065.XSHE,002411.XSHE,-4.52994572591,0.00109300111848,0.704821681416
1168,002065.XSHE,300142.XSHE,-4.46106079475,0.00141806895116,0.707353025906
1169,002065.XSHE,300408.XSHE,-4.1368102524,0.00453846933922,0.668689085441
1170,002065.XSHE,600309.XSHG,-3.98494029218,0.00754437487994,0.6018282767
1171,002065.XSHE,600436.XSHG,-3.74061161152,0.0162351109414,0.681131215926
1172,002065.XSHE,600518.XSHG,-4.02636698399,0.00658342854848,0.620636806521
1173,002065.XSHE,603260.XSHG,-3.79140605499,0.0139176142744,0.635382220951
1174,002081.XSHE,002271.XSHE,-3.34547461145,0.0487777661816,0.937319671731
1175,002081.XSHE,002456.XSHE,-3.3510843259,0.0480813981915,0.843420406921
1176,002081.XSHE,002460.XSHE,-3.85699318662,0.0113603965355,0.803180897738
1177,002081.XSHE,002466.XSHE,-3.44901739957,0.0371904854616,0.848552005673
1178,002081.XSHE,002925.XSHE,-3.90724823058,0.0096933159778,0.844873921675
1179,002081.XSHE,300017.XSHE,-3.73329990266,0.0165952230525,0.823794472287
1180,002081.XSHE,300124.XSHE,-3.43395956932,0.0387161680379,0.647813150773
1181,002081.XSHE,300251.XSHE,-4.88505396067,0.000266339656497,0.940024325467
1182,002081.XSHE,600018.XSHG,-3.75571610254,0.0155128715412,0.947378852205
1183,002081.XSHE,600029.XSHG,-3.63930540232,0.0218871603638,0.9231616088
1184,002081.XSHE,600066.XSHG,-3.89574538006,0.0100542884923,0.91380888098
1185,002081.XSHE,600153.XSHG,-3.97597926092,0.00776818435729,0.964628822079
1186,002081.XSHE,600362.XSHG,-4.30261633507,0.00253648079483,0.967059627807
1187,002081.XSHE,600398.XSHG,-3.46596421089,0.035534227874,0.603079324683
1188,002081.XSHE,600415.XSHG,-3.52584212732,0.0301722742393,0.972040513936
1189,002081.XSHE,600535.XSHG,-3.41293519451,0.0409339458467,0.672859017659
1190,002081.XSHE,600703.XSHG,-3.43021363784,0.0391037656291,0.901138282339
1191,002081.XSHE,600795.XSHG,-3.56781166081,0.0268390962441,0.954161340394
1192,002081.XSHE,600816.XSHG,-4.07360915386,0.00562372048766,0.969400762462
1193,002081.XSHE,601018.XSHG,-3.48370495887,0.0338675056075,0.952559224913
1194,002081.XSHE,601111.XSHG,-3.6354252996,0.0221340188898,0.914352079353
1195,002081.XSHE,601155.XSHG,-3.49696534095,0.0326653539488,0.917942614631
1196,002081.XSHE,601788.XSHG,-3.46074520463,0.0360375327785,0.964473601178
1197,002081.XSHE,601997.XSHG,-3.44694176534,0.0373977387082,0.941961911168
1198,002081.XSHE,601998.XSHG,-3.38109128349,0.0444944837111,0.858313110989
1199,002081.XSHE,603799.XSHG,-3.77278246747,0.0147309876898,0.78828619205
1200,002081.XSHE,603986.XSHG,-3.44731747011,0.0373601525356,0.756455399122
1201,002081.XSHE,603993.XSHG,-5.15121741313,8.59746901826e-05,0.893063894107
1202,002085.XSHE,002146.XSHE,-3.5406834617,0.0289553121983,0.878313324289
1203,002085.XSHE,002236.XSHE,-3.51686837728,0.0309290553068,0.874184584188
1204,002085.XSHE,002271.XSHE,-3.77614344462,0.014581169547,0.883673549154
1205,002085.XSHE,002460.XSHE,-3.92602021306,0.00912908304679,0.727682685932
1206,002085.XSHE,002466.XSHE,-3.3989435377,0.0424679461401,0.768673704755
1207,002085.XSHE,002508.XSHE,-3.74549146271,0.0159986084096,0.932137222938
1208,002085.XSHE,002558.XSHE,-4.16323334598,0.00414430758657,0.939739099258
1209,002085.XSHE,002625.XSHE,-3.37041245129,0.0457446590048,0.855978124289
1210,002085.XSHE,002797.XSHE,-4.13561441101,0.00455709213258,0.948000930596
1211,002085.XSHE,002925.XSHE,-4.24041156592,0.00316546414219,0.811603033637
1212,002085.XSHE,300072.XSHE,-3.47784152435,0.0344108938128,0.926447751173
1213,002085.XSHE,300251.XSHE,-3.50918659875,0.0315896599465,0.88262793366
1214,002085.XSHE,600018.XSHG,-4.29273084368,0.00262804292397,0.906571117484
1215,002085.XSHE,600019.XSHG,-3.69510046963,0.0185928449639,0.752659131233
1216,002085.XSHE,600025.XSHG,-3.59808089334,0.0246358733428,0.934333985881
1217,002085.XSHE,600048.XSHG,-3.37760831356,0.0448990813107,0.809170594796
1218,002085.XSHE,600153.XSHG,-3.85619976953,0.011388647892,0.918684823123
1219,002085.XSHE,600176.XSHG,-3.56733617555,0.0268750132293,0.888928969453
1220,002085.XSHE,600271.XSHG,-3.53258952735,0.0296136963514,-0.752182509388
1221,002085.XSHE,600340.XSHG,-4.5128374238,0.00116650737616,0.906922596891
1222,002085.XSHE,600362.XSHG,-4.34150568311,0.00220412828851,0.913484563154
1223,002085.XSHE,600369.XSHG,-3.413791463,0.0408415904459,0.821085946713
1224,002085.XSHE,600549.XSHG,-3.42393786792,0.0397604190715,0.905038689813
1225,002085.XSHE,600703.XSHG,-3.83794089766,0.0120563070885,0.87195598732
1226,002085.XSHE,600816.XSHG,-3.55213404337,0.0280452801129,0.900573572803
1227,002085.XSHE,600837.XSHG,-3.38327100182,0.0442428215313,0.910669758502
1228,002085.XSHE,600887.XSHG,-3.49509414731,0.0328327662863,0.836320993597
1229,002085.XSHE,600909.XSHG,-4.0132749124,0.00687442651019,0.936110888223
1230,002085.XSHE,600958.XSHG,-3.41860994585,0.0403251206523,0.911922740735
1231,002085.XSHE,600977.XSHG,-3.34146660157,0.0492803804804,0.768285463629
1232,002085.XSHE,601009.XSHG,-3.64001314401,0.0218423910545,0.846156900818
1233,002085.XSHE,601155.XSHG,-3.86848028662,0.0109583074158,0.882964343801
1234,002085.XSHE,601238.XSHG,-3.85525992716,0.0114221939458,0.936010904587
1235,002085.XSHE,601360.XSHG,-3.86748190293,0.0109927441525,0.901167482151
1236,002085.XSHE,601377.XSHG,-3.36944450143,0.0458594023228,0.928644076034
1237,002085.XSHE,601628.XSHG,-4.13932521675,0.00449953033148,0.911555994123
1238,002085.XSHE,601633.XSHG,-3.3960608472,0.0427898767561,0.892670592932
1239,002085.XSHE,601997.XSHG,-3.99073643662,0.00740272367353,0.923512558355
1240,002120.XSHE,600085.XSHG,-3.93195208125,0.00895701086479,0.8297932486
1241,002120.XSHE,600566.XSHG,-3.87993162387,0.0105701446375,0.877591982417
1242,002120.XSHE,601186.XSHG,-3.86726393678,0.0110002751614,-0.749766245907
1243,002120.XSHE,601607.XSHG,-3.37294719931,0.0454453101833,0.791754579064
1244,002142.XSHE,002468.XSHE,-3.36545367549,0.0463350064299,0.732489646706
1245,002142.XSHE,002555.XSHE,-5.2415754322,5.77954954024e-05,0.873513074395
1246,002142.XSHE,002558.XSHE,-3.96677228467,0.0080043474429,0.815308986133
1247,002142.XSHE,002594.XSHE,-4.11218486876,0.00493631193903,0.85643326234
1248,002142.XSHE,002601.XSHE,-3.81298378344,0.013025073864,0.77293398808
1249,002142.XSHE,002673.XSHE,-3.69771133929,0.0184499074002,0.823930586701
1250,002142.XSHE,002925.XSHE,-3.98397136152,0.00756829136333,0.695101745978
1251,002142.XSHE,300015.XSHE,-4.75662640264,0.000449695035777,-0.769173723337
1252,002142.XSHE,300122.XSHE,-4.87110023796,0.000282135183311,-0.803147676191
1253,002142.XSHE,300144.XSHE,-3.81440974197,0.0129679177125,-0.647696295105
1254,002142.XSHE,300251.XSHE,-3.36533638377,0.0463490461349,0.658071105474
1255,002142.XSHE,600000.XSHG,-4.90300656141,0.000247249584125,0.92040692543
1256,002142.XSHE,600009.XSHG,-3.99012852604,0.00741746691635,-0.632888273234
1257,002142.XSHE,600010.XSHG,-4.26288566221,0.00292329544173,0.872777556415
1258,002142.XSHE,600015.XSHG,-4.15966861878,0.00419559193144,0.921268258508
1259,002142.XSHE,600016.XSHG,-4.11003547949,0.0049725023911,0.913395028243
1260,002142.XSHE,600018.XSHG,-3.3580664961,0.0472261424373,0.75784486969
1261,002142.XSHE,600023.XSHG,-4.23836427171,0.00318841729283,0.846010165679
1262,002142.XSHE,600025.XSHG,-4.03025235721,0.00649923818479,0.854553084338
1263,002142.XSHE,600050.XSHG,-3.5738212655,0.0263886845063,0.799308119016
1264,002142.XSHE,600089.XSHG,-4.13524627997,0.00456283904534,0.872031882366
1265,002142.XSHE,600157.XSHG,-4.74957063477,0.000462627390942,0.873162731798
1266,002142.XSHE,600170.XSHG,-3.5965929047,0.0247404196205,0.818237757651
1267,002142.XSHE,600219.XSHG,-3.43102006318,0.0390200497995,0.814341588405
1268,002142.XSHE,600271.XSHG,-4.5615348152,0.00096852871673,-0.745270073771
1269,002142.XSHE,600332.XSHG,-4.10698318896,0.00502431080007,-0.721713671886
1270,002142.XSHE,600340.XSHG,-3.47345869256,0.0348218679873,0.857019895321
1271,002142.XSHE,600390.XSHG,-3.81121631997,0.0130962281416,0.846297098482
1272,002142.XSHE,600436.XSHG,-3.73530959481,0.0164955505716,-0.702125063997
1273,002142.XSHE,600482.XSHG,-3.43457046024,0.038653264878,0.67421767375
1274,002142.XSHE,600522.XSHG,-3.40030910201,0.0423161498907,0.75847660208
1275,002142.XSHE,600760.XSHG,-4.26471371057,0.00290436735615,-0.723140170051
1276,002142.XSHE,600837.XSHG,-3.44197325097,0.0378977959687,0.82442923729
1277,002142.XSHE,600958.XSHG,-3.91200557399,0.00954744617127,0.847799208541
1278,002142.XSHE,601088.XSHG,-3.78838821272,0.0140466602826,0.859164591626
1279,002142.XSHE,601111.XSHG,-3.52831124055,0.0299668372934,0.755570030681
1280,002142.XSHE,601138.XSHG,-3.58198298593,0.0257873821642,-0.682882222604
1281,002142.XSHE,601166.XSHG,-4.48367270945,0.00130255449286,0.933985025486
1282,002142.XSHE,601169.XSHG,-4.0397079122,0.00629840598748,0.901975213064
1283,002142.XSHE,601216.XSHG,-3.4153548224,0.0406734189229,0.748341748236
1284,002142.XSHE,601238.XSHG,-3.86021963081,0.0112461535686,0.844444796351
1285,002142.XSHE,601328.XSHG,-3.70953705946,0.0178144444861,0.899322797026
1286,002142.XSHE,601360.XSHG,-4.34695292941,0.00216093431202,0.835643974585
1287,002142.XSHE,601600.XSHG,-3.54501596071,0.0286080623416,0.801757615676
1288,002142.XSHE,601601.XSHG,-3.64542438097,0.0215027122428,0.855583955073
1289,002142.XSHE,601618.XSHG,-3.44400493641,0.0376926415611,0.828795457522
1290,002142.XSHE,601669.XSHG,-3.36815707631,0.04601238649,0.814772173471
1291,002142.XSHE,601766.XSHG,-4.1151894108,0.00488612487186,0.869424310727
1292,002142.XSHE,601888.XSHG,-3.77813325672,0.0144931071258,-0.637628739037
1293,002142.XSHE,601898.XSHG,-3.47020721855,0.0351294289783,0.80618309022
1294,002142.XSHE,601899.XSHG,-4.93009860543,0.000220883004052,0.890987868358
1295,002142.XSHE,601933.XSHG,-3.66602044776,0.0202514366086,0.825848300747
1296,002142.XSHE,601985.XSHG,-3.83194884153,0.0122828727103,0.863490727451
1297,002142.XSHE,601988.XSHG,-3.71770243142,0.0173869302631,0.905860436368
1298,002142.XSHE,601989.XSHG,-3.91286726176,0.00952123626687,0.841027398031
1299,002142.XSHE,601991.XSHG,-4.31739184443,0.00240510431975,0.881112198425
1300,002142.XSHE,601992.XSHG,-4.06544075232,0.00577999459895,0.863224542247
1301,002142.XSHE,601997.XSHG,-3.57949466982,0.0259694440292,0.853199196974
1302,002142.XSHE,603259.XSHG,-4.03480666352,0.00640179409529,-0.788992125548
1303,002142.XSHE,603288.XSHG,-4.70592033638,0.000550773985033,-0.777180502426
1304,002146.XSHE,002202.XSHE,-4.57132535584,0.000932729437743,0.792079359719
1305,002146.XSHE,002271.XSHE,-4.55782715861,0.0009824186345,0.833691748685
1306,002146.XSHE,002468.XSHE,-3.80097010996,0.0135155420191,0.793933155649
1307,002146.XSHE,002555.XSHE,-4.34667140709,0.00216314730574,0.850757584955
1308,002146.XSHE,002601.XSHE,-3.56008234189,0.0274280848234,0.767070683133
1309,002146.XSHE,002625.XSHE,-3.35459415721,0.0476498892803,0.784950316333
1310,002146.XSHE,002925.XSHE,-4.12430033608,0.00473676765294,0.696453216009
1311,002146.XSHE,300017.XSHE,-4.4280533903,0.00160391241616,0.667929782817
1312,002146.XSHE,300033.XSHE,-3.75767929908,0.0154211068477,0.897709626354
1313,002146.XSHE,300070.XSHE,-4.55427064362,0.000995917388468,0.728865616382
1314,002146.XSHE,300251.XSHE,-3.81241213913,0.0130480494677,0.797830346937
1315,002146.XSHE,600010.XSHG,-3.46870456449,0.0352723402066,0.90131190055
1316,002146.XSHE,600018.XSHG,-3.44093236305,0.038003265146,0.838322515843
1317,002146.XSHE,600019.XSHG,-3.8814334404,0.0105201587109,0.800870281965
1318,002146.XSHE,600025.XSHG,-3.53104662022,0.0297406403128,0.928820320066
1319,002146.XSHE,600029.XSHG,-4.28751133202,0.00267760836449,0.871072507167
1320,002146.XSHE,600061.XSHG,-3.40467818416,0.0418335181592,0.894795330696
1321,002146.XSHE,600115.XSHG,-3.424265331,0.0397259286549,0.850577931447
1322,002146.XSHE,600153.XSHG,-3.81872054926,0.0127964785806,0.90887387942
1323,002146.XSHE,600157.XSHG,-3.58002886217,0.0259302660577,0.82114743044
1324,002146.XSHE,600170.XSHG,-3.61376915792,0.0235565938204,0.88729574676
1325,002146.XSHE,600271.XSHG,-3.60708159418,0.0240115682907,-0.660784279017
1326,002146.XSHE,600362.XSHG,-4.04909315093,0.00610464151808,0.932350855754
1327,002146.XSHE,600369.XSHG,-3.63953087926,0.0218728888372,0.869200151466
1328,002146.XSHE,600383.XSHG,-3.62689158456,0.0226854511911,0.976632347106
1329,002146.XSHE,600390.XSHG,-3.49872742304,0.0325083663232,0.922767454315
1330,002146.XSHE,600606.XSHG,-4.64889113351,0.000689916502944,0.960688675436
1331,002146.XSHE,600703.XSHG,-4.31540257708,0.00242241803066,0.74348720634
1332,002146.XSHE,600705.XSHG,-3.61354509326,0.0235717161334,0.867634499622
1333,002146.XSHE,600837.XSHG,-3.51075208307,0.0314540691801,0.949686193145
